,ID,Job Title,Organization,Division,Openings,Internal Status,City,Level,Applications,App Deadline,Work Term Duration,Job Summary,Job Responsibilities,Required Skills,Targeted Degrees and Disciplines,Application Documents Required
0,217302,"



										GIS Assistant
									


",The Corporation of the County of Simcoe,Human Resources,1,Open for Applications,Midhurst,Intermediate,15,"
								Sep 21, 2021
								
							",4 month work term,The GIS Assistant will endeavour to serve the various client groups with technical services to support the deployment and utilization of the Geographic Information System.  The GIS Assistant will work alongside team members to learn and develop their skills over the course of the semester.,"Assist in the creation, maintenance and enhancement of a variety of cartographic map products
Assist in the maintenance of versioned feature classes within the County's enterprise geodatabase
Assist in the updating of metadata
Assist with scanning and digitizing of hard copy plans, data creation/conversion/quality control, collection and/or processing of data using GPS technology and mobile GIS applications, documentation, and various spatial analysis as required.
Assist in the shared routine tasks of the GIS team and participate as an integrated member of the GIS team","Must be a registered full-time post-secondary student during the preceding academic year and be returning to school in a technical program on a full-time basis in the next academic year.
Demonstrated experience in GIS software and concepts is a necessity.  Preference will be given to candidates experienced in the use of the current version of ESRI's ArcGIS Desktop.
Experience working with Microsoft Office, Outlook, and in a Windows environment is required.
Excellent writing, communication, organizational, and analytical skills are a must.
Experience with airphoto interpretation is an asset
Experience with GPS data collection is an asset
Experience in a municipal setting and/or knowledge of municipal infrastructure is an asset
Ability to interpret engineering drawings and/or registered
Knowledge of geocoding, georeferencing and geoprocessing
Understanding of ArcGIS extensions is an asset
Experience providing customer service","Targeted Clusters
			

		
		
			
				- Theme - Construction and Infrastructure Development 
				
			
				- Theme - Natural Resource Management 
				
			
				- Theme - Sustainable Development
				
			
				- Theme - Visual, Urban & Industrial Design 
				
			
				ENV - Geography and Environmental Management
				
			
				ENV - Geomatics
				
			
				ENV - Planning","University of Waterloo Co-op Work History,Résumé,Grade Report"
1,217311,"



										Archives Assistant
									


",The Corporation of the County of Simcoe,Human Resources,2,Open for Applications,Midhurst,"Junior, Intermediate",10,"
								Sep 21, 2021
								
							",4 month work term,"The Simcoe County Archives (SCA) collects, preserves, and makes available the history of the County of Simcoe as manifested in the records of local government, businesses, organizations, and individuals. Collections range from 1492 to 2019 and include textual records, photographs, artwork, maps and plans, sound recordings, and video in a variety of formats, both analog and digital. Members of the public can access our collections in our reading room.","The Archives Assistant will assist and support Archives' staff with all aspects of archival service provision, including, but not limited to:

Should the progress of the pandemic require working remotely, duties may include:

Transcribing digitized finding aids and inventories
Assisting with metadata application and revision
Occasionally assisting with research requests by searching digitized finding aids and inventories

In-person duties may include:


Inventorying donations of archival and historical material and creating box lists
Comparing and reconciling transferred municipal government records and pre-compiled file lists
Re-boxing, re-foldering, and/or relocating archival and historical material
Encapsulating records and making envelopes
Assisting with reference services by retrieving records and putting them away
Data entry and word processing, including transcription of finding aids and inventories and assisting with metadata application and revision
Assisting with research and outreach, including:
Undertaking research by preparing one or more blog posts
Selecting and recommending of material for social media posts
Digitizing archival and historical material
Other duties as required","Must be a registered full-time post-secondary student during the preceding academic year and be returning to school on a full-time basis in the next academic year.
Must be legally entitled to work in Canada.
Cannot be employed in another full-time job. 
Ability to lift boxes up to 40lbs.
Excellent writing, communication and organizational skills.
Must be detail oriented and accurate with data entry
Software experience with Windows, MS Office (especially MS Word and Excel), and Internet applications.
Good people and customer service skills.","Targeted Clusters
			

		
		
			
				- Theme - Business Administration
				
			
				- Theme - Human Resources
				
			
				- Theme - Information Science and Data Management 
				
			
				ARTS - Business
				
			
				ARTS - English Language and Literature
				
			
				MATH - Statistics and Actuarial Science",Résumé
2,217312,"



										Project Engineering Student
									


",The Corporation of the County of Simcoe,Human Resources,1,Open for Applications,Midhurst,"Intermediate, Senior",2,"
								Sep 21, 2021
								
							",4 month work term,"PROJECT ENGINEERING STUDENT
 
LOCATION
SOCIAL HOUSING DEPARTMENT
COUNTY OF SIMCOE, MIDHURST, ON
 
POSITION DESCRIPTION
The Project Engineering Student is a shared position between the Local Housing Authority and the Not for Profit departments.  This position is geared towards the development of 2nd to 4th year engineering students enrolled fulltime in either Mechanical or Civil Engineering at an accredited university.  The position is focused on assisting maintenance managers with construction and renovation projects including project design, tendering, administration and installation.  In addition, the position will be required to participate in special projects, preventative maintenance systems, and equipment and building envelope trouble shooting and resolution.  The position requires both strong technical ability as well as excellent communication skills as meetings; reports and communications are frequently required between Boards of Directors, contractors, tenants, and County Executive.","DUTIES AND RESPONSIBILITIES

Review, modify, and create PM's for new or existing equipment as well as train operators on PM checks and systems.
Schedule site visits and inspections as required to review, comment, and update statuses of ongoing projects.
Conduct site meetings during the tendering or contract administration processes.
Assist maintenance managers with the creation of tender documents, reviewing specifications and obtaining quotations for repairs.
Schedule site visits and inspections to review projects to ensure work is completed properly, as per applicable legislation, and in the best interest of the County.
Create reports identifying any issues and effectively communicate issues to required stakeholders.
Provide advice and guidance on projects including site inspections, direct contractors in completion of work; inspect work in progress for adherence to specifications by contractors and final inspection reports for deficiencies in all work.
Evaluate building materials, construction methods, and completed work.
Work with Social Housing Team to accomplish other project and program goals.
Report regularly to Maintenance and Facility Project Manager(s).
Develop and maintain effective relationships with other departments, managers, and fire departments, alarm companies, building inspectors, engineers, architects, consultants and all trades.
Arrange meetings, prepare agendas, manage personal calendars as required.
Participate in committees as required.
Comply with Provincial and County occupational health and safety legislation, regulations, policies and procedures.
Maintain confidentiality in accordance with the Municipal Freedom of Information and Protection of Privacy Act.
Perform other duties as assigned.","REQUIREMENTS/EXPERIENCE

Current 2nd or greater year enrolment in a fulltime accredited University Engineering program in either Civil or Mechanical Engineering.
Strong knowledge of all facets of building construction, materials and methods is an asset.
Knowledge of mechanical, structural, gas, electrical, environmental systems and facility infrastructure as well as familiarity with the Building, Electrical and Fire Code, accessibility and related renovation issues is an asset.
Ability to read and interpret renovation and construction drawings.
Self-motivated, able to act independently and as part of a team.
Ability to exercise discretion and maintain confidentiality.
Proven ability to foster a cooperative work environment.
Strong analytical skills, ability to analyze budgetary expenditures, identify cost savings and value added.
Excellent interpersonal and communication skills.
Strong planning and organizational skills.
Strong independent working ability.
Strong time management and multi-tasking skills.
Knowledge of word-processing, spreadsheet and auto-cad application skills.
Valid G Class Driver's License and access to a reliable vehicle is manditory.
Available for after hours call-outs.
Criminal reference check with vulnerable sector clearance.","Targeted Clusters
			

		
		
			
				- Theme - Manufacturing and Process Engineering
				
			
				ENG - Civil, Environmental and Geological Engineering
				
			
				ENG - Mechanical and Mechatronics Engineering","University of Waterloo Co-op Work History,Cover Letter,Résumé,Grade Report"
3,218459,"



										IT Student, GIS
									


",The Corporation of the Town of Caledon,Corporate Strategy & Innovations,1,Open for Applications,Caledon,Intermediate,3,"
								Sep 21, 2021
								
							",4 month work term,"We are seeking an enthusiastic student who is currently enrolled in a post-secondary program in Information 

Technology, Geography, GIS, Geomatics or closely related field. Our ideal candidate has a minimum of 0-3 

years related experience with GIS tools and technologies, and ESRI GIS software products. We are seeking a 

student with experience in editing and maintaining spatial data; experience with versioned editing considered 

an asset. The ideal candidate has experience with the following: ArcMap, ArcGIS Server, ArcSDE, Spatial 

Analyst, Model Builder, Geocortex, and Python. 

The ideal candidate is computer proficient in MS Office (Word, Excel, Outlook) and knowledge of laptops, PCs, 

printers, iPhones, and Windows systems (Windows 10, Office 365 preferred) would be an asset. We are 

seeking an individual with superior interpersonal skills including the ability to work effectively in a team 

environment, a demonstrated ability to make decisions involving routine tasks within established procedures, 

and excellent verbal and written communication skills with the ability to give, obtain and/or exchange routine 

information.","Reporting directly to the Supervisor, Data and Applications, this role is responsible for providing first line 

technical GIS support to internal staff, as well as deploying of new hardware, which includes physically 

removing and installing computers at the primary and remote sites (including occasional weekend work). As 

the IT Student, GIS you will perform the following duties, including but not limited to: 

? Act as the first point of contact for phone calls and emails for staff regarding GIS issues and queries 

? Troubleshoot basic GIS related problems, including map updates, both remotely and in-person 

? Follow and update existing documentation of GIS processes, as well as create new documentation 

where none currently exists in collaboration with other IT staff to enable consistent results 

? Receiving, logging and managing calls from internal staff via telephone and email, including escalating 

unresolved calls to the appropriate GIS team member 

? Ability to geo-reference digitized historic air photos","1 year of related work experience with GIS tools and technologies  
Demonstrated work experience with ESRI GIS software products
Experienced with the following: ArcMap, ArcGIS Server, ArcSDE, Spatial Analyst, Model Builder, ArcGIS Pro, ArcGIS Online
Experience with editing and maintaining spatial data and geo-referencing
Experienced in the creation of workflow models, Microsoft Office, Microsoft SQL Server, Oracle, and FME.
Experience with Python and Javascript programming skills and understanding of relational databases
Solid understanding of cartographic design, map projections, horizontal and vertical datum, and complementary technologies such as remote sensing and GPS","Targeted Clusters
			

		
		
			
				- Theme - Computing: Information Systems 
				
			
				- Theme - Data Analytics, Statistical Analysis and Mathematical Optimization 
				
			
				- Theme - Information Science and Data Management 
				
			
				ENV - Geography and Environmental Management
				
			
				SCI - Earth, Environmental and Geological Sciences","University of Waterloo Co-op Work History,Résumé,Grade Report"
4,220454,"



										Analyst, Test
									


",The Economical Insurance Group,KW Offices,3,Open for Applications,Kitchener,"Junior, Intermediate, Senior",8,"
								Sep 21, 2021
								
							",4 month work term,"YOUR NEXT CO-OP PLACEMENT - Analyst, Test

LOVE WHAT YOU DO 


""Hear from our previous co-ops about their take on a placement at Economical!"" link - https://en.videos.economical.com/watch/gqVGRy5B4eVex9GAiCnDL8

  

From classroom to co-op to career, every step of your journey has an impact on your future. That's why it makes sense to choose a co-op placement with a company that offers truly rewarding work and real-life experience. At Economical Insurance®, your contributions, creativity, and energy will be put to good use, and you'll get to be involved with initiatives that support our strategic goals and use your skills in a supportive team environment. 

  

Our family of companies includes Sonnet, the only Canadian home and auto insurer offering a fully online buying experience, and Petline, the largest Canadian pet insurance company. We're also preparing to become a publicly traded company, a once-in-a-lifetime career opportunity for everyone who joins our team. 

  

If you're looking for a company that takes care of its people - full time, part time, and co-ops alike - and has a track record of doing big things, get ready to love it here.","What can you expect in this role?


Quality Assurance is a highly strategic and challenging area of our IT business that deals with the validation and verification of software systems and data.  Economical Insurance is seeking a technical Student in Quality Assurance to join us in this important area. 


You are a student of a Computer Science or related program.  You want to work in an Agile team in a professional environment and expand your skills on a project that matters.  You are willing to get your hands dirty both testing and/or coding.  Your programming skills and expertise in software are impeccable. 


This is a technical role, spans multiple technology spaces, and offers a good opportunity to gain and apply experience in a range of systems supporting multiple projects and infrastructures.  The successful candidate will be involved with identifying test scenarios, creating and executing test cases and potentially writing automated test scripts. 


You'll be working closely with the Quality Engineering team that operates in an Agile environment, working on initiatives that span the business to implement common QA, DevOps, and Development goals. 


Job Responsibilities

Analyzing requirements in order to identify and create test scenarios
Designing, creating and executing manual tests
Designing and scripting automated regression tests
Testing data seeding, data masking and data analysis
Analysis and reporting of testing results
Working in an Agile environment to achieve the highest possible quality standards and improve current QE capabilities","What do you bring to the role?

Working toward bachelor's degree or higher in Computer Science or related field
Knowledge of CS fundamentals including data structures, algorithm design and complexity analysis
Experience with consuming RESTful APIs an asset
Understanding of the manipulation of XML and XSD Schemas an asset
Proficiency working with JSON, XML, CSV data formats
Hands-on skill and utilization of SQL for the querying of relational data
Experience in web technologies such as HTML, CSS, Javascript
Proficiency in at least one programming language such as Java, C++ or Python
Hands on exposure to Test Automation Frameworks / Test Harness an asset
Excellent analytical and problem-solving skills
Experience with Continuous Integration and Continuous Delivery concepts and approaches an asset
Understanding of and experience with DevOps an asset
Experience and understanding of Agile software development methodologies
Strong English communication skills - both verbal and written

We also take potential into consideration. If you don't have this exact experience, but you know you have what it takes, be sure to give us more insight through your application and cover letter. 


Go ahead and expect a lot you deserve it.","Targeted Clusters
			

		
		
			
				- Theme - Computing: Hardware
				
			
				- Theme - Computing: Information Systems 
				
			
				- Theme - Computing: Quality Assurance 
				
			
				- Theme - Computing: Software
				
			
				- Theme - Computing: Systems Security and Cryptography 
				
			
				ENG - Electrical and Computer Engineering
				
			
				ENG - Software Engineering
				
			
				MATH - Computer Science","University of Waterloo Co-op Work History,Résumé,Grade Report"
5,220459,"



										Technology Business Coordinator
									


",The Economical Insurance Group,KW Offices,1,Open for Applications,Kitchener,"Intermediate, Senior",7,"
								Sep 21, 2021
								
							",4 month work term,"YOUR NEXT CO-OP PLACEMENT - Technology Business Coordinator


LOVE WHAT YOU DO


""Hear from our previous co-ops about their take on a placement at Economical!"" link - https://en.videos.economical.com/watch/gqVGRy5B4eVex9GAiCnDL8 


Work is a big part of our lives, so it makes sense to choose a company that offers truly rewarding work. At Economical Insurance®, your contributions, creativity, and energy won't go to waste. Our passionate culture and pioneering mentality infuse everything we do, which is why our one-million-plus policyholders know we'll protect their homes, businesses, farms, cars, and pets like they're our own. 


We're not afraid to see how far we can push the envelope to make insurance better. Our family of companies includes Sonnet, the only Canadian home and auto insurer offering a fully online buying experience, and Petline, the largest Canadian pet insurance company. We're also preparing to become a publicly traded company, a once-in-a-lifetime career opportunity for everyone who joins our team. 


If you're looking for a company that takes care of its people - and its customers - and has a track record of doing big things, get ready to love it here. 


What can you expect in this role?


The Opportunity - Technology Business Coordinator Co-op: Reporting to the Director, receiving day-to-day coaching and guidance from Technology Business Partners and Architects. You'll work collaboratively with various technology teams to assist with strategic planning and help provide technical solutions that are of value to our business partners.","Responsibilities

Create and maintain new and existing intake requests through JIRA & Clarity
Clarity and JIRA intake request tracking and reporting
Liaise with business partners to identify and define problem statements and objectives to achieve desired customer outcome
Provide 2021 Strategic Planning support and consolidation of all requests
Creation and/or updating of executive PowerPoint presentations
Chair meetings, take & distribute minutes to all team members and stakeholders
Keep the Technology Business Partner or Architect apprised of any emerging issues as they arise that may impact our customer","What do you bring to the role?


Who We Are Looking for:

Self-driven, able to move tasks & requests forward independently and with personal accountability
Team player and excellent collaborator, able to both lead & participate to develop solutions with strong customer focus
Detailed orientated, organized and resourceful
Adaptive and Agile, able to rapidly pivot your efforts between multiple priorities as business needs change to provide value to our customers

Qualifications

Previous experience working in a technology solution environment is an asset
Previous experience working in an Agile/Scrum environment is an asset
Proficient in MS Office 365 (Word, Excel, PowerPoint) and MS Teams is an asset
Experience with JIRA, ServiceNow & Clarity (CA PPM) is an asset

We also take potential into consideration. If you don't have this exact experience, but you know you have what it takes, be sure to give us more insight through your application and cover letter. 

  

Go ahead and expect a lot - you deserve it.","Targeted Clusters
			

		
		
			
				- Theme - Business Administration
				
			
				- Theme - Computing: Information Systems 
				
			
				ARTS - Business
				
			
				ENG - Electrical and Computer Engineering
				
			
				ENV - Business, Enterprise and Development
				
			
				MATH - Business
				
			
				MATH - Computer Science
				
			
				SCI - Business
				
			
				SCI - Physics","University of Waterloo Co-op Work History,Cover Letter,Résumé,Grade Report"
6,220472,"



										Technical Specialist, Communications
									


",The Economical Insurance Group,KW Offices,1,Open for Applications,Kitchener,"Intermediate, Senior",1,"
								Sep 21, 2021
								
							",4 month work term,"YOUR NEXT CO-OP PLACEMENT - Technical Specialist, Communications

LOVE WHAT YOU DO 


""Hear from our previous co-ops about their take on a placement at Economical!"" link - https://en.videos.economical.com/watch/gqVGRy5B4eVex9GAiCnDL8

 

From classroom to co-op to career, every step of your journey has an impact on your future. That's why it makes sense to choose a co-op placement with a company that offers truly rewarding work and real-life experience. At Economical Insurance®, your contributions, creativity, and energy will be put to good use, and you'll get to be involved with initiatives that support our strategic goals and use your skills in a supportive team environment. 

  

Our family of companies includes Sonnet, the only Canadian home and auto insurer offering a fully online buying experience, and Petline, the largest Canadian pet insurance company. We're also preparing to become a publicly traded company, a once-in-a-lifetime career opportunity for everyone who joins our team. 

  

If you're looking for a company that takes care of its people - full time, part time, and co-ops alike - and has a track record of doing big things, get ready to love it here.","What can you expect in this role?


As a Technical Specialist Communications in Technology Solutions, you specialize in writing and editorial services for Technology Solutions (TS) employees, TS leaders and internal business customers, including supporting:
 

Strategic communications for TS projects, programs and initiatives (drafting communications for new processes and tools for internal customers)
Leadership reporting (business slides and management reports)
Town Hall messaging, TS Events, and Newsletter/online articles
Creation of consistent and compelling TS messaging across various communication platforms (Teams, Microsoft Office, SharePoint, Email)
Facilitation of information sharing, knowledge and expertise within the TS organization through the development and management of communication vehicles and promotion of good communication practice

Job Responsibilities:

As an influencer, provides communication guidance and support for TS and project teams, ensuring critical (technical and non-technical) information is shared to the right people, at the right time, with the appropriate level of detail
Collaborates with TS team members to ensure deliverables (such as work instructions or communications) align to corporate branding, processes, and writing guidelines
Plans and prioritizes tasks to ensure effective and efficient delivery of knowledge-related deliverables
Participates in governance forums as required and ensures follow-up items are completed in alignment with the target requirements and business priority
Validates completeness and accuracy of knowledge-related deliverables and confirm outcomes have met the requirements
As a communication and knowledge resource, provides insight and recommendations based on industry and technology trends, technology strategy, and experience with team members
Builds relationships with business and TS partners across all teams, working collaboratively to identify solutions and resolve issues","What do you bring to the role?

Experience assessing communication options for the implementation, decommissioning, or upgrade of a technical solution or service; analyzing, reviewing, and providing options, recommendations, and guidance to team members
Sound knowledge of communication best practices, project delivery practices, and writing standards for socializing technical processes, services, and tools                    
Ability to work independently developing communication plans, and executing project tasks and deliverables (multi-tasking), with minimal supervision            
Developing subject matter expert in communications and knowledge management who advises the project team on best practices, including industry trends                       
Undergraduate degree in English, Business, Computer Science or related discipline
0-3 years in a communications or technical writing role     

We also take potential into consideration. If you don't have this exact experience, but you know you have what it takes, be sure to give us more insight through your application and cover letter. 


Go ahead and expect a lot - you deserve it!","Targeted Clusters
			

		
		
			
				- Theme - Business Administration
				
			
				- Theme - Computing: Information Systems 
				
			
				- Theme - Professional and Technical Writing 
				
			
				ARTS - English Language and Literature
				
			
				MATH - Computer Science","University of Waterloo Co-op Work History,Cover Letter,Résumé,Grade Report"
7,220485,"



										Technical Analyst, Deskside Support
									


",The Economical Insurance Group,KW Offices,1,Open for Applications,Kitchener,"Junior, Intermediate, Senior",6,"
								Sep 21, 2021
								
							",4 month work term,"YOUR NEXT CO-OP PLACEMENT - Technical Analyst, Deskside Support

LOVE WHAT YOU DO 


""Hear from our previous co-ops about their take on a placement at Economical!"" link - https://en.videos.economical.com/watch/gqVGRy5B4eVex9GAiCnDL8 


From classroom to co-op to career, every step of your journey has an impact on your future. That's why it makes sense to choose a co-op placement with a company that offers truly rewarding work and real-life experience. At Economical Insurance®, your contributions, creativity, and energy will be put to good use, and you'll get to be involved with initiatives that support our strategic goals and use your skills in a supportive team environment. 

  

Our family of companies includes Sonnet, the only Canadian home and auto insurer offering a fully online buying experience, and Petline, the largest Canadian pet insurance company. We're also preparing to become a publicly traded company, a once-in-a-lifetime career opportunity for everyone who joins our team. 

  

If you're looking for a company that takes care of its people - full time, part time, and co-ops alike - and has a track record of doing big things, get ready to love it here.","What can you expect in this role?


Reporting to the Manager, Deskside & Support, the Co-op Student supports new and existing systems and technology for Economical Insurance.  The summer student works in a team environment to deliver a high quality of customer service and technical support with a focus on response and resolution to support business operations. 


Job Responsibilities:

Technical support and troubleshooting of hardware, software and application issues.
Resolving medium complexity incident and request tickets from the Help Desk.
Installing, upgrading, maintaining and decommissioning hardware and software
Deploying client hardware (i.e. desktops, laptops, VOIP phones, Blackberry, etc.).
Service and support of printers and multi-function devices.
Scheduling, supporting and troubleshooting video conferencing.
Collaboration with third level for technical analysis and problem resolution.
Diagnosis and investigation to identify underlying root cause.","What do you bring to the role?


Personal Characteristics:

Professional, friendly and courteous in all interactions.
Ability to perform well in a busy operation, remain calm under pressure and adapt to a changing environment. 
Strong organizational skills with the ability to multi-task and prioritize on an ongoing basis.
Self-motivated, consistently demonstrating an ability to take initiative on any issue.
A driven problem solver and a strong team player.
Strong written and verbal communication skills.

Required Skills:

Working towards a university degree/college diploma in a related technology discipline
Demonstrated technical aptitude and ability related to both hardware and software
Some lifting of computer equipment may be required (approximately 40 lbs)

We also take potential into consideration. If you don't have this exact experience, but you know you have what it takes, be sure to give us more insight through your application and cover letter. 


Go ahead and expect a lot  you deserve it.","Targeted Clusters
			

		
		
			
				- Theme - Computing: Hardware
				
			
				- Theme - Computing: Information Systems 
				
			
				- Theme - Computing: Quality Assurance 
				
			
				- Theme - Computing: Software
				
			
				- Theme - Computing: Systems Security and Cryptography 
				
			
				ENG - Electrical and Computer Engineering
				
			
				ENG - Software Engineering
				
			
				MATH - Computer Science","University of Waterloo Co-op Work History,Résumé,Grade Report"
8,220494,"

										NEW
									



										Resource Administrator
									


",The Economical Insurance Group,KW Offices,1,Open for Applications,Waterloo,"Intermediate, Senior",6,"
								Sep 21, 2021
								
							",4 month work term,"YOUR NEXT CO-OP PLACEMENT - Technology Solutions (IT) Administrator, Resource Management

LOVE WHAT YOU DO 


""Hear from our previous co-ops about their take on a placement at Economical!"" link - https://en.videos.economical.com/watch/gqVGRy5B4eVex9GAiCnDL8

  

From classroom to co-op to career, every step of your journey has an impact on your future. That's why it makes sense to choose a co-op placement with a company that offers truly rewarding work and real-life experience. At Economical Insurance®, your contributions, creativity, and energy will be put to good use, and you'll get to be involved with initiatives that support our strategic goals and use your skills in a supportive team environment. 

  

Our family of companies includes Sonnet, the only Canadian home and auto insurer offering a fully online buying experience, and Petline, the largest Canadian pet insurance company. We're also preparing to become a publicly traded company, a once-in-a-lifetime career opportunity for everyone who joins our team. 

  

If you're looking for a company that takes care of its people - full time, part time, and co-ops alike - and has a track record of doing big things, get ready to love it here.","What can you expect in this role?

  

The Technology Solutions (TS) Resource Administrator will be reporting to the Director, Technology Resource Management and a part of the Technology Solutions Resource Management team. The team is responsible for supporting TS department resourcing activities that include employee onboarding, employee off-boarding and ongoing support of resourcing activities. The team plays a key shared service role to reduce the resource management activities of the people managers in TS. 

  

Job Responsibilities:

Grant system access through several applications (Identity IQ, Lotus Notes)
Initiation of building access set-up for employees
Ordering of hardware and software for employees
CA PPM (Clarity) administration
Service Now ticket completion
Student Engagement Events coordination
Organizing and maintaining data sources, reporting (spreadsheets, databases)
Ongoing written and verbal communication with various teams and leaders
Supporting the execution of corporate and ITS processes
Providing general administrative support
Special projects to support Technology Strategy implementation (based on current needs and demand)","What do you bring to the role?

Working towards a University Degree/College Diploma in Computer Technology or a related business discipline
Proficient in MS Office, Word and Excel experience required
Knowledge around MS Access would be an asset
Professional, friendly and courteous in all interactions
Perform well in a busy operation and remain calm under pressure
Strong organizational skills, along with the ability to multi-task
Able to prioritize work on an ongoing basis
Strong written and verbal communication skills
Self-motivated, consistently demonstrating an ability to take initiative on any issue
Immaculate attention to detail

We also take potential into consideration. If you don't have this exact experience, but you know you have what it takes, be sure to give us more insight through your application and cover letter. 


Go ahead and expect a lot  you deserve it.","Targeted Clusters
			

		
		
			
				- Theme - Business Administration
				
			
				- Theme - Computing: Information Systems 
				
			
				ARTS - Business
				
			
				MATH - Business
				
			
				MATH - Computer Science
				
			
				MATH - Computing and Financial Management
				
			
				SCI - Business","University of Waterloo Co-op Work History,Résumé,Grade Report"
9,220543,"



										IT Administrator, DBA
									


",The Economical Insurance Group,KW Offices,1,Open for Applications,Kitchener,"Junior, Intermediate, Senior",2,"
								Sep 21, 2021
								
							",4 month work term,"YOUR NEXT CO-OP PLACEMENT - IT Administrator, DBA

LOVE WHAT YOU DO


""Hear from our previous co-ops about their take on a placement at Economical!"" link - https://en.videos.economical.com/watch/gqVGRy5B4eVex9GAiCnDL8


 From classroom to co-op to career, every step of your journey has an impact on your future. That's why it makes sense to choose a co-op placement with a company that offers truly rewarding work and real-life experience. At Economical Insurance®, your contributions, creativity, and energy will be put to good use, and you'll get to be involved with initiatives that support our strategic goals and use your skills in a supportive team environment. 

  

Our family of companies includes Sonnet, the only Canadian home and auto insurer offering a fully online buying experience, and Petline, the largest Canadian pet insurance company. We're also preparing to become a publicly traded company, a once-in-a-lifetime career opportunity for everyone who joins our team. 

  

If you're looking for a company that takes care of its people - full time, part time, and co-ops alike - and has a track record of doing big things, get ready to love it here.","What can you expect in this role?


As a DBA, we are looking for you to be a highly competent and highly motivated individual working in support of internally developed applications as well as COTS solutions. 


Working with delivery teams, you will use your expertise to design database subsystems and schemas.  You will work proactively with various teams to identify and resolve application performance issues.","What do you bring to the role?

Enrolled in University Degree in computer science, information systems or a related discipline
Previous coop experience with Logical Database Administration for MSSQL Server 2008r2 and above would be ideal
A self-starter that is highly focused on customer service
Experience with either Oracle or DB2 databases in a production environment
Experience working in a project environment
Experience in troubleshooting and resolving database problems
Experience in Performance Tuning and Optimization (PTO), using native monitoring and troubleshooting tools
Experience in the design of backups, High Availability (HA) and DisasterRecovery (DR) options
Knowledge of indexes, index management, and statistics
Good communication and documentation skills
Previous coop experience with Logical Database Administration for MSSQL Server would be ideal
Experience in Linux or AIX operating systems

We also take potential into consideration. If you don't have this exact experience, but you know you have what it takes, be sure to give us more insight through your application and cover letter. 

 
Go ahead and expect a lot - you deserve it.","Targeted Clusters
			

		
		
			
				- Theme - Business Administration
				
			
				ARTS - Business
				
			
				ARTS - Global Business and Digital Arts","University of Waterloo Co-op Work History,Résumé,Grade Report"
