,ID,Job Title,Organization,Division,Openings,Internal Status,City,Level,Applications,App Deadline,Work Term Duration,Job Summary,Job Responsibilities,Required Skills,Targeted Degrees and Disciplines,Application Documents Required
0,187834,"

										NEW
									



										Junior Design Assistant
									



",Urbantech,Divisional Office,1,Open for Applications,Markham,"Intermediate, Senior",39,"
								Jan 19, 2021
								
							",4 month work term,"Urbantech is a growing civil engineering consulting firm located in the City of Markham. We strive to consistently provide superior quality municipal design, construction administration, project management and water resources engineering consulting services.

We are looking for a highly motivated intermediate to senior Civil/Environmental Engineering student to work as an integral member of the design production team. The candidate must be able to work effectively in a team environment and primary responsibilities will include providing technical support and production assistance for all aspects of land development projects. Urbantech will strive to provide the successful candidate exposure to all aspects of the municipal design and approval process. Responsibilities will escalate given the individual's technical proficiency and desire to excel. Urbantech has hired over 50 co-op students and counting with 8 becoming full time hires. As Urbantech continues to grow, this intern opportunity may lead to a full-time position.

For more information on Urbantech, visit our newly updated website at www.urbantech.com or connect with us on social media!","Specific duties include:

1. Perform stormwater management related calculations and design.
2. Perform design calculations for lot grading, sewer capacities, and storm drainage.
3. Assist in the preparation of design briefs and functional servicing reports.
4. Provide AutoCAD support in the preparation of detail design drawings.
5. Assist in the preparation of cost estimates and figures.
6. Assist with the Municipal Permit Application process. 
7. Occasionally assist with site supervision tasks, as required.","Requirements: 

Preference will be given to candidates with experience in the construction and/or municipal design field, who have advanced knowledge of MS Office Tools and who are proficient with AutoCAD/Civil 3D.
The successful candidate will have enthusiasm and a keen interest in municipal engineering, strong interpersonal and communication skills, and excellent planning, organizing and time management abilities. 
Access to a vehicle for periodic site visits and other tasks is required.
We are looking for a team player that is up for any task presented to them!","Targeted Clusters
			

		
		
			
				- Theme - Construction and Infrastructure Development 
				
			
				- Theme - Waste or Wastewater Management 
				
			
				ENG - Civil, Environmental and Geological Engineering","University of Waterloo Co-op Work History,Résumé,Grade Report"
1,185176,"



										Junior Project Consultant
									



",Valency Inc,Divisional Office,1,Open for Applications,Waterloo,"Intermediate, Senior",23,"
								Jan 19, 2021
								
							",4 month work term,"We're looking for a professional and adaptable individual to assist our Senior Consultants in conducting construction project management optimization and analysis for our clients. Our clients include capital project leaders from both public, Fortune 500 and private organizations that are responsible for building and maintaining the next generation of infrastructure and assets for their organizations.

This is an excellent opportunity for anyone considering consulting as a career path after graduation! You will have the opportunity to work on various projects in different industry sectors and you will learn a significant amount about best practices in construction project management.

About Valency  

Valency implements best practices in construction project management that dramatically improve capital project performance. We work with owners and contractors responsible for managing capital projects for industrial, infrastructure and commercial building facilities.

We are a member of the Construction Industry Institute (CII) and a Registered Provider with both CII and the Project Management Institute (PMI).  We specialize in implementation of CII best practices including front end planning, the Project Definition Rating Index (PDRI), risk management, Construction Readiness, portfolio management, scope control and change management.

Learn more about us: http://www.valencyinc.com","Project Consulting
-    Assist in analysis of existing client processes for upgrades to industrial and public sector facilities
-    Compile and complete quality checks on project status reports prepared by project managers
-    Assist in preparation of recommendations reports and related deliverables
-    Develop engaging presentation materials for client meetings
-    Schedule, coordinate and take minutes at client meetings and workshops
-    Configuration of client project portals and workflow processes

Data Analytics
-  Design dashboards for project assurance and portfolio oversight using PowerBI
-  Complete adhoc analysis for client projects using PowerBI    

Software
-    Quality assurance for Valency's suite of Carve project assurance software modules
-    Technical and user documentation for Valency's suite of Carve project assurance software modules","Previous experience that would be an asset
-    PowerBI or other similar data analytics tools
-    Configuration of workflows in software applications
-    Software quality assurance 

Required skills:
-    Exceptional written and verbal English skills.
-    Experience writing technical proposals and reports.
-    Strong technical skills in Excel including use of pivot tables and macros.
-    Previous work term experience related to construction projects with an engineering or architecture firm, or an owner of an industry facility
-    Familiar with Google Suite and Microsoft Office
-    Initiative, resourcefulness, and creative thinking
-    A strong work ethic to lead by example - you work hard, focus on delivering results, and enjoy working in a team with similar drive
-    Ability to work individually and in a team environment on a variety of projects
-    Willingness to join in new tasks and expand your work experience
-    Confidence to ask others for help when needed","Targeted Clusters
			

		
		
			
				- Theme - Computing: Information Systems 
				
			
				- Theme - Data Analytics, Statistical Analysis and Mathematical Optimization 
				
			
				ENG - Architectural Engineering
				
			
				ENG - Civil, Environmental and Geological Engineering
				
			
				ENG - Management Sciences
				
			
				ENG - Mechanical and Mechatronics Engineering
				
			
				ENG - Systems Design and Biomedical Engineering
				
			
				ENV - Business, Enterprise and Development
				
			
				ENV - Environment, Resources and Sustainability
				
			
				ENV - Geography and Environmental Management
				
			
				MATH - Business
				
			
				SCI - Biological Sciences
				
			
				SCI - Business
				
			
				SCI - Chemical Sciences
				
			
				SCI - Earth, Environmental and Geological Sciences","University of Waterloo Co-op Work History,Cover Letter,Résumé,Grade Report"
2,187469,"

										NEW
									


										Data Scientist
									


",Validere Technologies,Head Office,1,Open for Applications,Toronto,Junior,37,"
								Jan 19, 2021
								
							",8 month consecutive work term preferred,"Who we are
Validere is a data intelligence platform for oil and gas product quality.The first and only software that provides real-time visibility into the true composition (quality) of oil and gas, Validere's insights and team of experts enable industry participants to identify operational efficiencies and the highest-margin marketing and supply decisions. Validere is transforming the world's largest supply chain by making critical product quality data available, accessible, and actionable. Over 50 of North America's leading energy companies rely on Validere's insights to enhance operational and trading margins and reduce waste and emissions. The company has offices in Houston, Calgary, and Toronto.

To support our rapid growth, we are looking for a Data Scientist Intern to join our Validere 360 team.","What you will do
Combine rigorous statistical analysis with first-principles insights from physics and chemistry to improve the accuracy and efficiency of customers' instrumentation and measurement practices
Work closely with the Services team to build tooling required to solve client specific problems
Build visualization tools to explain insights to the stakeholders","What you bring to the team

Coursework in programming, physics/chemistry
Previous internship experience in a startup environment is desirable
Growth mindset, passion for learning new things, restlessness
First-principles thinking ? you have the strong desire to understand any topic at a deeper level than most, and are unsatisfied with decisions based on convention or unjustified assumptions
Ability to work in a fast-paced environment, formulate and test hypotheses quickly and efficiently
Proficiency with Python and common data packages (NumPy, Pandas, SciPy) and version control (Git)
Previous internship experience in a startup environment is desirable
Personal data-related projects are a plus


What we offer

Competitive compensation 
Professional development support to master your craft
An inclusive, ego-free environment where diversity of people and thought is valued
Opportunity to impact the trajectory of a fast growing tech company","Targeted Clusters
			

		
		
			
				- Theme - Computing: Software
				
			
				ENG - Software Engineering
				
			
				MATH - Computer Science
				
			
				SCI - Physics","University of Waterloo Co-op Work History,Résumé,Grade Report"
3,187481,"

										NEW
									



										Software Engineering Intern
									



",Validere Technologies,Head Office,1,Open for Applications,Toronto,Junior,11,"
								Jan 19, 2021
								
							",8 month consecutive work term preferred,"Who we are
At Validere, we're on a mission to transform the world's largest supply chain by making critical product quality data available, accessible, and actionable. Our data intelligence platform is the first and only system of record for product quality in oil and gas, bringing disruptive transparency to an industry underserved by technology. Over 50 of North America's leading energy companies rely on Validere's insights to enhance operational and trading margins and reduce waste and emissions. We're backed by notable tech and energy investors including Wing VC, Greylock Partners, Sallyport, and Y Combinator. Our offices are in Houston, Calgary, and Toronto.

To support our rapid growth, we are looking for an Full Stack Software Engineer Intern with experience in software engineering, design principles, database management, DevOps, and/or embedded systems. Above all, we're looking for someone who is driven and excited about the positive impact technology can have on business.","What you will do:
Design and develop new cutting edge features in our Edge and 360 platforms
Collaborate with Product team to plan and coordinate feasibility and delivery of future work
Participate in code reviews to push for high quality and coding standards
 
Our Tech Stack:
Platform: - Elixir, React, Postgres, Redis, Docker, GraphQL, Terraform, AWS, Prometheus
Data Science / Machine Learning: Python, Numpy, SciPy, Pandas, Numba, PyTorch, Tensorflow","What you bring to the team:

Currently working towards a Bachelor's degree in Software Engineering or Computer Science
Strong foundation in algorithms and data structures
Proficiency in a modern back end programming language and framework (we use Elixir / Phoenix)
Proficiency in a modern front end framework (we use React)
Experience with relational databases (we use Postgres)
Strong sense of ownership and accountability

 
Nice to Have:

Knowledge in functional programming
Experience with AWS
Experience with containerization (Docker)

 
What we offer:

Professional development support to master your craft
An inclusive, ego-free environment where diversity of people and thought is valued
Opportunity to impact the trajectory of a fast growing tech company

 
Our shared values:

Deliver (the highest) value.
Remove friction.
Everyday is more scalable.
Be well, fair & transparent.","Targeted Clusters
			

		
		
			
				- Theme - Computing: Software
				
			
				ENG - Electrical and Computer Engineering
				
			
				ENG - Software Engineering
				
			
				MATH - Computer Science","University of Waterloo Co-op Work History,Résumé"
4,187483,"

										NEW
									



										Services Intern
									



",Validere Technologies,Head Office,1,Open for Applications,Toronto,Junior,12,"
								Jan 19, 2021
								
							",8 month consecutive work term preferred,"Who we are
At Validere, we're on a mission to transform the world's largest supply chain by making critical product quality data available, accessible, and actionable. Our data intelligence platform is the first and only system of record for product quality in oil and gas, bringing disruptive transparency to an industry underserved by technology. Over 50 of North America's leading energy companies rely on Validere's insights to enhance operational and trading margins and reduce waste and emissions. We're backed by notable tech and energy investors including Wing VC, Greylock Partners, Sallyport, and Y Combinator. Our offices are in Houston, Calgary, and Toronto.

To support our rapid growth, we are looking for a Services Intern.","What you will do
Building and managing customer success metrics - updating value tracking and reporting for clients
Running queries on metabase to pull data that can be transformed into reports for client deliverables 
Managing and extracting information from Help Scout
Updating product knowledge base
Assisting in various sales engineering tasks, including building demo material and talk tracks, technical win plans, and other pre-sales and post sales documents","What you bring to the team

Ability to run queries or understand code in python
Background in Engineering with an understanding of statistics and regression models
Interest in technology meeting the oil and gas industry 
Interest in learning about optimizing the oil and gas supply chain through quality transparency


What we offer

Competitive compensation 
Professional development support to master your craft
An inclusive, ego-free environment where diversity of people and thought is valued
Opportunity to impact the trajectory of a fast growing tech company


Our shared values

Deliver (the highest) value.
Remove friction.
Everyday more scalable.
Be well, fair & transparent.","Targeted Clusters
			

		
		
			
				- Theme - Business Administration
				
			
				- Theme - Data Analytics, Statistical Analysis and Mathematical Optimization 
				
			
				ENG - Electrical and Computer Engineering
				
			
				MATH - Statistics and Actuarial Science
				
			
				SCI - Business","University of Waterloo Co-op Work History,Résumé,Grade Report"
5,184390,"



										Outside Sales Professional
									



",Vantage Marketing,Marketing,12,Open for Applications,,"Junior, Intermediate",13,"
								Jan 19, 2021
								
							",4 month work term,"Vantage Marketing Canada is now hiring summer interns for our Outside Sales Professional role.  Starting May 1 and running until the end of August, this four month paid internship gives students direct coaching, training and experience in the world of sales and business communication.  Vantage has positions available across the country (Vancouver, Toronto, Calgary, Montreal), offering company housing for those adventurous students who wish to live and work in a new city for the summer.

Vantage is the exclusive rights marketer for Terminix International, the world's largest and oldest residential pest preventative and home service provider.  Outside Sales Professionals (OSP's) are hired to provide quotes, perform sales presentations and close new deals on behalf of our client, Terminix.  OSP's canvas preassigned subdivisions creating sales from scratch.  A skill, once mastered is highly coveted by most, if not all employers.

The training OSP's receive from Vantage is substantial.  During daily sales meetings OSP's learn the mechanics of sales, how to properly execute and deliver sales presentations as well as the in's and out's of the art of business communication.  The skill is then polished and improved upon daily through repetition and experience in the field with direct sales presentations to customers.

Vantage looks for students who are interested in production based pay and entrepreneurial or semi-entrepreneurial roles in their future.  For students considering real-estate, financial planning, business to business sales, tech sales, tech start-ups, or any entrepreneurial venture at Vantage we believe an important first step is learning how to sell yourself and your ideas.  A Vantage Summer, will allow you to master this highly transferable business skill.

Various provinces: Ontario, Quebec, British Columbia, Alberta
Work term dates: May 1st, 2021 - August 31st, 2021","* Preseason training
* Daily meetings
* Closing preset leads
* Canvassing pre-assigned residential subdivisions
* Competing in sales tournaments and competitions
* Setting and tracking goals and sales stats/analytics","* Communication
* Eagerness to learn
* Self motivated","Targeted Clusters
			

		
		
			
				- Theme - Business Administration
				
			
				- Theme - Marketing and Communication 
				
			
				- Theme - Sales and Business Development 
				
			
				ARTS - Business
				
			
				ARTS - Economics
				
			
				ENV - Business, Enterprise and Development
				
			
				MATH - Business
				
			
				SCI - Business","University of Waterloo Co-op Work History,Résumé,Grade Report"
6,185126,"


										Software Developer
									


",Varicent,Development,1,Open for Applications,Toronto,"Junior, Intermediate, Senior",36,"
								Jan 19, 2021
								
							",4 month work term,"Varicent is the leader in the Sales Performance Management market. Varicent, an established incumbent continues to capture market share in this fast growing, multi-billion dollar market. Work with us, learn what it takes to be the leader in a competitive global software industry.

Symon was recently acquired by Varicent and the team is made up of Varicent veterans. Symon enables organizations to harness the power of machine learning, providing a full suite of data connectors and data transformation tools. Symon also provides pre-built solutions that use machine learning to generate explainable insights to business problems.

As a Co-op Software Developer, you will be working alongside a multidisciplinary team of developers, designers, data scientists, and business professionals. You would be working on the services powering Symon: a REST API and machine learning pipeline written in Typescript and Python, respectively. As a member of the development team, you can expect to have ownership on the components of the application that you work on.","* Build new features for the REST API on top of a modern tech stack using node.js written in Typescript, and deployed on AWS using the Serverless framework.

* Develop new features for our machine learning pipeline using Python on Spark and standard Python data science libraries.

* Work with our designers, UI team, and QA team to resolve bugs and create new features.

* Utilize and adopt open source technology.

* Work with talented, knowledge-driven individuals and share your ideas to improve the product with the team. We are a close-knit team that is eager for new ideas.","* Knowledge and experience with RESTful APIs
* Experience with any of the following: Javascript, Typescript, Python
* Nice-to-have: Prior experience with Pandas, Spark, Machine Learning, or Data Science","Targeted Clusters
			

		
		
			
				- Theme - Computing: Software
				
			
				ENG - Software Engineering
				
			
				MATH - Computer Science","University of Waterloo Co-op Work History,Résumé,Grade Report"
7,184797,"



										Mechanical Engineering
									



",Vena Medical,Divisional Office,1,Open for Applications,Kitchener,"Junior, Intermediate, Senior",113,"
								Jan 19, 2021
								
							",4 month work term,"Vena Medical is seeking an engineering student to fulfill the role of Mechanical Engineering Co-op to assist with the design, development, prototyping, manufacturing and testing of novel medical devices. The successful candidate will work on all stages of the medical device development process, but will contribute heavily to the design transfer and verification and validation testing of Vena Medical's catheter based devices. The Mechanical Engineering Co-op will work closely with contract engineers and internal quality engineers to ensure devices comply with device performance and safety requirements.","-Supporting prototyping, development and design transfer of catheter based medical devices
-Design testing and refinement
-Assisting with implementation of ISO 13485 quality management system
-Leading verification and validation testing initiatives
-Creating engineering specifications and drawing packages
-Supporting the evaluation and selection of contract manufacturing partners
-Leading testing initiatives (Bench, V&V, in vivo) for catheters and catheter based technologies","-CAD abilities with a preference for SolidWorks
-General proficiency in the technical principles, theories and design concepts in the field of medical device design
-Cursory knowledge of FDA and Health Canada medical device clearance processes would be an asset
-Ability to work effectively, communicate and provide technical leadership within cross-functional teams
-Experience working within an ISO 13485 quality management system would be an asset
-Knowledge of standard optics testing conventions would be an asset
-Knowledge of standard cathether tesing conventions would be an asset","Targeted Clusters
			

		
		
			
				- Theme - Manufacturing and Process Engineering
				
			
				- Theme - Medical Devices and Diagnostics
				
			
				ENG - Chemical Engineering
				
			
				ENG - Management Sciences
				
			
				ENG - Mechanical and Mechatronics Engineering
				
			
				ENG - Systems Design and Biomedical Engineering","University of Waterloo Co-op Work History,Résumé,Grade Report"
8,185083,"



										Financial Analyst
									



",Venterra Realty Canada,Divisional Office,1,Open for Applications,Richmond Hill,Senior,23,"
								Jan 19, 2021
								
							",8 month consecutive work term required,"With a 9 out of 10 Student Satisfaction Rating and our last Waterloo coop being hired full time, we are excited to offer an 8-month coop term in our Finance team. Check out the opportunity below!

COMPANY OVERVIEW
Venterra Realty is a privately held Canadian corporate success story by any measure. It is a technology company, an investment management company and a commercial real estate company. Venterra has $3.0 billion assets under management; revenue of $250+ million. It owns and operates over 60 multi-unit residential properties, representing more than 17,000 units in the highest growth cities in the Southern U.S.
Founded in 2001, we haven't just expanded our size; we've grown into a company that is paving a new way in the industry, where our employees can really make a difference, career growth is available, and where our residents are provided an amazing living experience!

We're honoured to have received the following workplace recognitions:

2020 Fortune Best Workplaces for Women
2020, 2019 & 2018 Fortune Best Workplaces in Texas
2020, 2019, 2018, 2017, & 2016 Fortune Top 100 Best Medium Workplaces
2018 Fortune Best Workplaces for Diversity
2018 Houston Top Workplaces
2018 Glassdoor Top CEOs
2017 & 2016 Glassdoor Best Place to Work
50 Most Engaged Workplaces by the Achievers Corporation
And have 100% of our communities recognized as ""Top Rated"" by ApartmentRatings.com

Community Involvement
As a company built on a culture of unparalleled service and care toward our own communities, we recognize the importance on making a positive impact in the communities where our employees live and work. Our Venterra Cares program provides employees with several opportunities throughout the year to donate to and/or volunteer for various causes and organizations. In 2019, Venterra Realty Canada has chosen to support and work with the Heart and Stroke Foundation, Yellow Brick House, Richmond Hill Community Food Bank, CIBC Run for the Cure, and the Super Sofia Project. Employees can choose which organization(s) to support through planned activities, events and/or fundraising initiatives. Just as we provide our residents with a 'Better Way of Living"", we hope to empower our employees to contribute to a 'Better Way' in their communities.

We are looking for people who:

Have strong personal values and want to work for a values-based company
Are ambitious and hard working with exceptionally high personal standards
Have strong communication skills; are able to succinctly convey complex ideas
Embrace problem-solving and learning new skills
Thrive in a rapidly changing and high growth environment
Are passionate about driving continuous improvements and the use of technology with data to drive business results","THE OPPORTUNITY
Venterra has built a high-performance accounting and finance team focused on delivering financial insight and value-added analysis. We are blurring the lines of finance and technology to support the company's rapid growth and expansion efforts.
 
Reporting to our Senior Financial Analyst, the Financial Analyst (Co-op) will be immersed in a variety of financial performance areas including capital expenditures (capex), property performance, lender and insurance relations, and continuous improvement projects.

The Financial Analyst (Co-op) will join the organization at an opportune time where we are well-capitalized and expanding into a new asset class and evaluating new geographies. We are looking for someone who has a keen interest in a starting a finance career and wants to learn how to drive change through the application of technology while building their analytical skills alongside a knowledgeable group of finance professionals. The successful candidate will grow their capabilities and develop a deep financial understanding of the business.

Key Job Responsibilities

Operations and Insurance Support (60%)

Work directly with operations to manage and govern capex project and vendor information in the Venterra systems
Obtain funding approval on capex projects that are not budgeted or exceed current funding levels
Manage funding levels in capex bank accounts notifying Finance leadership of potential shortages
Support initiatives to streamline financial processes impacting operations
Partner with operations on property and tenant insurance claims
Interact directly with insurance brokers and lenders and Venterra management to ensure claims are processed on a timely basis and financial impacts are assessed

 Lender and Investor Relations (10%)


Assist in lender and investor financial reporting
Manage reporting of escrow fund balances to ensure capital efficiency
Monitor and assign requests from lenders to the appropriate individuals and coordinate all responses in on a timely basis

 Projects and Continuous Improvement (30%)


Critically processes and implement innovative recommendations across the above areas to reduce cycle time, improve accuracy, or add more valuable information
Starting with simple models build out new financial reporting and analysis to support decision-making to Operations and Management
Support the ongoing integration of capex requirements with financial reporting","Candidate Profile

Pursuing a university degree preferably in accounting/finance with a strong GPA
Interest in finance, real estate and/or asset management
Basic skills in Microsoft Excel required with a passion for learning technology
Enjoys working in a dynamic work environment and taking on new challenges
Natural curiosity and willingness to dig into the details and learn new skills
Strong communicator and excellent time management skills
Well-developed attention to detail
Team first mentality and strong ability to work autonomously to deliver results","Targeted Clusters
			

		
		
			
				- Theme - Accounting and Financial Auditing
				
			
				- Theme - Business Administration
				
			
				- Theme - Computing: Information Systems 
				
			
				- Theme - Data Analytics, Statistical Analysis and Mathematical Optimization 
				
			
				- Theme - Finance and Investment 
				
			
				- Theme - Information Science and Data Management 
				
			
				ARTS - Business
				
			
				ARTS - Economics
				
			
				ARTS/MATH - Finance
				
			
				ARTS/MATH/SCI - Chartered Professional Accounting
				
			
				MATH - Business
				
			
				MATH - Computer Science
				
			
				MATH - Computing and Financial Management","University of Waterloo Co-op Work History,Résumé,Grade Report"
9,185262,"



										Mechanical Engineering
									



",VERBIO North America,VERBIO Diesel Canada,1,Open for Applications,Welland,"Intermediate, Senior",23,"
								Jan 19, 2021
								
							",4 month work term,"Available for a 4-month term starting May 2021. Please discuss your availability during the interview.

Company Overview:
VERBIO is convinced that biofuels make an important contribution to climate protection. In our view, there can be no doubt that they will help us permanently reduce our dependency on fossil fuels and substantially cut CO2 emissions in the transport sector.

VERBIO AG is one of the leading, independent bioenergy producers and at the same time the only large industrial producer of biodiesel, bioethanol and biomethane in Europe. The company employs around 725 people at its locations in Saxony, Saxony-Anhalt and Brandenburg as well as in the foreign subsidiaries in India, USA, Canada, Poland and Hungary. 

In addition, with our Verbiogas we offer 2nd generation biofuel which, unlike conventional biofuels, is produced exclusively from agricultural residues that are not used for food production. This technology is not only particularly sustainable, but also makes our Verbiogas the most energy-efficient biofuel with a CO 2 reduction of up to 90% compared to gasoline or diesel

Plant Overview:
VERBIO Diesel Canada is the 45 million gallon per year biodiesel facility located at 1 St. Clair Drive, Welland, Ontario. The plant is currently designed to run on canola and soybean oil and produces crude glycerin and biodiesel as outputs. We are currently developing plans to eventually double the nameplate capacity of the plant, accept different types of feedstock, and implement several of VERBIO's proprietary technologies, including crude oil refining, crude glycerin refining, and pharmaceutical sterol production.","Primary Responsibilities:

Capture plant facility asset data 
Import asset data into CMMS (Computer Maintenance Management System)
Create Preventive Maintenance work orders for plant assets as per OEM recommendations.
Create task list for PM work orders
Assist in creating a preventive maintenance program schedule
Input inventory data into CMMS","Skills/Qualifications:

Ability to work in an industrial environment (climb ladders, confined space, etc.)
Preferably an intermediate or senior student
Preferably with experience reading piping and instrumentation diagrams (P&IDs)
Demonstrate ability to complete projects from initial request to implementation in a timely fashion
Strong safety acumen
Strong technical, mechanical, interpersonal and communication skills including verbal and written
Experience in Maintenance management, including Preventive Maintenance Program is an asset
Prior industry experience preferred
Motivated self-starter who can work well independently or within a team environment
Excellent time management skills
ability to perform work and carry out duties with minimal supervision","Targeted Clusters
			

		
		
			
				- Theme - Energy Production and Distribution
				
			
				- Theme - Manufacturing and Process Engineering
				
			
				ENG - Chemical Engineering
				
			
				ENG - Management Sciences
				
			
				ENG - Mechanical and Mechatronics Engineering","University of Waterloo Co-op Work History,Résumé,Grade Report"
