,ID,Job Title,Organization,Division,Openings,Internal Status,City,Level,Applications,App Deadline,Work Term Duration,Job Summary,Job Responsibilities,Required Skills,Targeted Degrees and Disciplines,Application Documents Required
0,186082,"


										Data Scientist Student - 4 Month Summer Term
									


",BlackBerry,Head Office,1,Open for Applications,Waterloo,"Junior, Intermediate, Senior",75,"
								Jan 19, 2021
								
							",4 month work term,"POSITION SUMMARY

This role is in BlackBerry Advanced Technology Development Labs and it is focused on Machine Learning innovation and capability development for enterprise and automotive security.

Location: Waterloo / Mississauga, ON
Length of Term: 4 Months","RESPONSIBILITIES

Develop novel ML capabilities to automate detection and containment of cyber threats (in Enterprise, Automotive, and IoT.)
Work side by side with other experts in a collaborative environment to contribute to BlackBerry's innovation engine
Use data science knowledge to design and develop novel tools to process data and generate insight that creates business value
Provide data science training to other fellow employees and help them to develop knowledge of data science tools and techniques","SKILLS AND QUALIFICATIONS

Currently enrolled in a graduate program related to data science, e.g., Math & Stats, Computer/Computational Science, Machine Learning, etc.
Knowledge of Machine Learning, Probability Theory, and Linear Algebra 
Experience in programming with Python
Knowledge of data science libraries like SciKit, Pandas, Tensorflow, etc. is a bonus

ADDITIONAL ASSETS

Analytical thinking and problem solving
Algorithm design
Communication skills","Targeted Clusters
			

		
		
			
				- Theme - Computing: Software
				
			
				- Theme - Computing: Systems Security and Cryptography 
				
			
				- Theme - Data Analytics, Statistical Analysis and Mathematical Optimization 
				
			
				ENG - Electrical and Computer Engineering
				
			
				ENG - Software Engineering
				
			
				MATH - Computer Science","University of Waterloo Co-op Work History,Résumé,Grade Report"
1,186083,"

										NEW
									


										Business Process Analyst Student - 4 Month Summer Term
									


",BlackBerry,Head Office,1,Open for Applications,Waterloo,"Junior, Intermediate, Senior",69,"
								Jan 19, 2021
								
							",4 month work term,"POSITION SUMMARY
Our Business Process Analyst student is key to helping the full Business Applications Systems department keep organized.  You will work in an IT environment with high-performing teams.  You will work hand-in-hand with the Manager, Business Application Solutions/Scrum Master to run software delivery projects, as well as keeping up touchpoints with many satellite projects and front line operations. 

Location:  Waterloo, ON
Length of Term:  4 Months","RESPONSIBILITIES
·        Creating and fostering professional relationships within our department as well as with our internal customers.
·        Managing and organizing meetings; either recurring or impromptu.
·        Preparing and reporting department statistics for key performance monitoring.
·        Updating and communicating roadmap deliverables to the team.
·        Continually looking for creative ways to improve our processes.","SKILLS AND QUALIFICATIONS
·        Currently enrolled in post-secondary education in a related field.
·        Takes initiative.
·        Able to prioritize multiple tasks.
·        Strong organizational and time management skills required.
·        Able to switch priorities quickly and efficiently.
·        Knowledge of the Agile methodology preferred.
·        Strong communication skills preferred (email, speaking, persuading, writing, listening, negotiating and presenting).
·        Proficient with the Microsoft Office Suite. 

ADDITIONAL ASSETS
·        Knowledge of JIRA and Confluence","Targeted Clusters
			

		
		
			
				- Theme - Business Administration
				
			
				- Theme - Information Science and Data Management 
				
			
				- Theme - Project and Process Management
				
			
				- Theme - Sales and Business Development 
				
			
				ARTS - Business
				
			
				ARTS - Global Business and Digital Arts
				
			
				ARTS - Political Science
				
			
				ARTS - Sociology and Legal Studies
				
			
				ENV - Business, Enterprise and Development","University of Waterloo Co-op Work History,Résumé,Grade Report"
2,186087,"


										Software Development Student - 8 Month Summerr Term
									


",BlackBerry,Head Office,1,Open for Applications,Mississauga,"Junior, Intermediate, Senior",3,"
								Jan 19, 2021
								
							",8 month consecutive work term required,"POSITION SUMMARY

If you are an ""out of the box"" thinker who shows initiative and possesses great Java programming skills in an Enterprise context we invite you to join our dynamic and talented team responsible for the continuous evolution of the BlackBerry Infrastructure! We offer an environment that fosters creativity and rewards excellence.

Our applications are mission critical, highly available services aimed at supporting the delivery of information among various components of the global BlackBerry solution in a consistent, secure, and efficient manner.

As a key member of our team you will be empowered to propel our services to the next generation of distributed computing. To accomplish that you will be responsible for developing carrier-grade server components that are globally distributed and capable of high-volume traffic, with high level of performance, availability and scalability. You will participate in all aspects of our software development life cycle using Agile with a focus on test-driven development. Initiative, curiosity, professionalism, and good communication skills are essential in this role.

Location: Mississauga or Waterloo, ON
Length of Term: 4-8 Months","RESPONSIBILITIES

Design and implementation of various service components
Provide accurate and detailed estimates for the work assigned
Create and execute unit tests
Interact and cooperate with other teams to achieve successful project completion
Update design documentation, configuration or troubleshooting guides
Help investigate, troubleshoot and resolve customers and production issues","SKILLS AND QUALIFICATIONS

Good knowledge of Object-Oriented Development concepts (data structures and algorithms, analysis, design, implementation, testing)
Strong Core Java knowledge (including unit testing frameworks such as JUnit)
Comfortable with Linux as a development platform
Effective verbal and written communication skills
Proven ability to work both independently and part of a team
Ability to quickly adapt to new technologies and environments and to work with change and ambiguity

ADDITIONAL ASSETS

Experience with Web Services technologies (i.e. REST, JSON)
Experience with web and application servers (any of Tomcat / Jetty / JBoss, etc.)
Working knowledge of relational DBs (any of PostgreSQL / MariaDB / Oracle) and/or non-relational ones (i.e. Cassandra)","Targeted Clusters
			

		
		
			
				- Theme - Computing: Software
				
			
				ENG - Electrical and Computer Engineering
				
			
				ENG - Software Engineering
				
			
				MATH - Computer Science","University of Waterloo Co-op Work History,Résumé,Grade Report"
3,186091,"


										Software Development Student - 4 Month Summer Term
									


",BlackBerry,Head Office,1,Open for Applications,Mississauga,"Junior, Intermediate, Senior",40,"
								Jan 19, 2021
								
							",4 month work term,"POSITION SUMMARY

BlackBerry Advanced Technology Development Labs is a business unit operating at the forefront of research and development in the cybersecurity space. The rise of the Internet of Things (IoT) alongside a dynamic threat landscape fosters a climate where organizations have to guard against new threats and breaches at all times. With a strong focus on data science and machine leaning, BlackBerry Advanced Technology Development Labs investigates, incubates, and facilitates technologies specifically designed to further the company's commitment to safety, security and data privacy for its customers. Through strong partnership with BlackBerry's existing Cylance, Enterprise, and QNX business units, we identify, explore and build new concepts that help fill the innovation funnel for BlackBerry.

We are looking for candidates in a variety of roles including software developers & testers, researchers, product managers & project managers, quality control & technical content specialists, and more. Successful candidates will work towards the common goal of identifying, exploring and creating new technologies to ensure BlackBerry is on the cutting edge of security innovation.

Location: Mississauga, ON
Length of Term: 4 Months","RESPONSIBILITIES

Work in a cross-functional team of security experts and data scientists who are responsible for the core software of next generation BlackBerry software
Help develop new security software for BlackBerry. See first hand the software that will be used by users worldwide.
Opportunities to help drive innovation and new development
Collaborate with team members, brainstorming design ideas, implementing building blocks that will become the foundation of upcoming BlackBerry releases","SKILLS AND QUALIFICATIONS

Currently enrolled in Computer Science, Computer Engineering, Software Engineering, or related discipline
Strong design, programming, and research skills
Strong Java, C, C++, C#, Python & JavaScript skills and experience
Strong communicator
Highly organized and detail oriented
Curious attitude and self-starter with strong interpersonal skills
Ability to work effectively in team as well as independently

ADDITIONAL ASSETS

Experienced with data science and machine learning
Knowledge in networking, security, and cryptography
Comfortable with UNIX environment and scripting
Familiar with QNX and AWS","Targeted Clusters
			

		
		
			
				- Theme - Computing: Software
				
			
				ENG - Electrical and Computer Engineering
				
			
				ENG - Software Engineering
				
			
				MATH - Computer Science","University of Waterloo Co-op Work History,Résumé,Grade Report"
4,186095,"


										Security Response Program Manager Student - 4 Month Summer Term
									


",BlackBerry,Head Office,1,Open for Applications,Waterloo,"Junior, Intermediate",23,"
								Jan 19, 2021
								
							",4 month work term,"POSITION SUMMARY
BlackBerry strives to build and maintain the most secure, trusted solutions possible. To continue our tradition of excellence, we are looking for individuals in the security space who are technically skilled, knowledgeable, passionate, and experienced to join BlackBerry. The BlackBerry Security Incident Response Team (BBSIRT) is a center of excellence working to ensure the ongoing security of our products and services for customers and partners worldwide.
We are currently looking for a security minded student to support our efforts responding to emergent software based cyber-threats or incidents involving BlackBerry products and services.

The successful candidate will work in a fast paced, highly dynamic and challenging environment and will work with various teams across the organization to support vulnerability mitigation efforts, from identification of potential issues to analysis, mitigation and related internal and external communications. The technical and threat landscape change constantly and this position would suit someone willing to learn continually while working on cutting edge technologies and handling multiple priorities.

The ideal candidate will already be able to build and manage relationships in a large, complex ecosystem but must be willing to grow this experience. The role centers on solving problems at the intersection of technology and people.

Location: Waterloo, ON
Length of Term: 4 Months","RESPONSIBILITIES

Act as an organizational focal point for product security response efforts for your assigned program
Create an integrated project schedule to coordinate response activities, driving timely and appropriate resolution of complex security concerns
Issue triage; quantitatively evaluate and contextualize risk, asses and prioritize response efforts.
Track and report on activities and status to senior management and other stakeholders.
Extract/extrapolate emergent threats from Internet and private sources, mapping them onto a technical footprint.
Proactively cultivate strong working relationships across the organization and industry to ensure effective collaboration on resolving complex, time critical and customer impacting security defects.","SKILLS AND QUALIFICATIONS

Currently enrolled in post-secondary education in a related discipline
Effective communication skills - both written and oral
Effective problem-solving skills
A proactive approach to all aspects of work
Excellent organizational abilities
Some familiarity with common classes of security vulnerabilities, software development lifecycle, and/or CVSS scoring (not a hard requirement)
General understanding of IT and working knowledge of Microsoft Word/Excel/PowerPoint","Targeted Clusters
			

		
		
			
				- Theme - Computing: Information Systems 
				
			
				- Theme - Computing: Software
				
			
				- Theme - Project and Process Management
				
			
				ENG - Electrical and Computer Engineering
				
			
				ENG - Software Engineering
				
			
				MATH - Computer Science","University of Waterloo Co-op Work History,Résumé,Grade Report"
5,186096,"


										Build and Release Tools Developer Student - 4 Month Summer Term
									


",BlackBerry,Head Office,1,Open for Applications,Waterloo,"Junior, Intermediate, Senior",3,"
								Jan 19, 2021
								
							",4 month work term,"The successful applicant will work with a cross functional team to deliver products from the build to the cloud in a fully automated process. Time to market is a key factor here, and requires integrating multiple toolsets together to produce a fully validated and quality tested solution with minimal human interaction.  This is a fast moving space in the modern cloud based world, so come prepared to learn!
Location: Waterloo, ON
Length of Term: 4 Months","Work with the development team to facilitate tooling solutions
Work with the operations team to ensure a smooth transition from build to release
Innovate and provide input on tool choices and technologies
Author and integrate tooling solutions into the build pipeline","Currently a senior student pursing post-secondary education in a related field
Must be a fast learner and be able to utilize all sources of available information
Must be familiar with the emerging DevOps and DevSecOps spaces
Must be an adept problem solver and function well in a team scrum environment
Should have solid programming skills in one or more of Java, Go, Groovy, bash
Familiarity with AWS or Azure cloud technologies and Kubernetes would be an asset

ADDITIONAL ASSETS


Excellent verbal and written presentation skills
Demonstrated passion for CI/CD practices","Targeted Clusters
			

		
		
			
				- Theme - Computing: Hardware
				
			
				- Theme - Computing: Information Systems 
				
			
				- Theme - Computing: Quality Assurance 
				
			
				- Theme - Computing: Software
				
			
				- Theme - Computing: Systems Security and Cryptography","University of Waterloo Co-op Work History,Résumé,Grade Report"
6,186098,"


										Systems Software Development Student - 4 Month Summer Term
									


",BlackBerry,Head Office,1,Open for Applications,Waterloo,"Junior, Intermediate, Senior",14,"
								Jan 19, 2021
								
							",4 month work term,"POSITION SUMMARY:

The Software Development Student will assist with work on BlackBerry Spark platform Secure Web Gateway product with the focus on server-side development.
The successful individual work will work with senior team members' oversight and be part of the larger software development team contributing meaningfully to the production software.

Location: Waterloo, Ottawa, or Mississauga, ON
Length of Term: 4 Months","RESPONSIBILITIES

Full-stack Java Script development: Node.js, React, Web app
Develops, tests, integrates, and documents code.","SKILLS AND QUALIFICATIONS:

Currently enrolled in a relevant post-secondary institution
Experience with one of more of Java Script, C/C++, Java, and the capability and enthusiasm to learn more
Experience in JavaScript
Exposure to Asynchronous paradigm in JS - callback, promises and async/await
Experience with backend Node.js development
Experience with software configurations, e.g. (ability to read, write and interpret maintainable code (including process related scripts)
Understanding data structures - Arrays, ArrayLists, Maps and Sets
Knowledge of revision control software (ex. Git, SVN, GitHub etc) and development lifecycle a plus
Knowledge of containerization technologies is a plus
Experience with test automation tools & frameworks a plus
Ability to prioritize and manage multiple concurrent tasks, learns and contributes to the team and performs well defined tasks
Ability to take initiative and work well individual and as part of a team
Strong communication skills and self-motivated","Targeted Clusters
			

		
		
			
				- Theme - Computing: Software
				
			
				ENG - Electrical and Computer Engineering
				
			
				ENG - Software Engineering
				
			
				MATH - Computer Science","University of Waterloo Co-op Work History,Résumé,Grade Report"
7,186099,"


										Product Management Student - 8  Month Summer Term
									


",BlackBerry,Head Office,2,Open for Applications,"Waterloo, ON","Junior, Intermediate, Senior",15,"
								Jan 19, 2021
								
							",8 month consecutive work term preferred,"BlackBerry Advanced Technology Development Labs is a business unit operating at the forefront of research and development in the cybersecurity space. The rise of the Internet of Things (IoT) alongside a dynamic threat landscape fosters a climate where organizations have to continuously guard against new threats and breaches. With a strong focus on data science and machine leaning, BlackBerry Advanced Technology Development Labs investigates, incubates, and facilitates technologies specifically designed to further the company's commitment to safety, security and data privacy for its customers. Through strong partnership with BlackBerry's existing Spark and IoT business units, we identify, explore and build new concepts that help fill the innovation funnel for BlackBerry.

We are looking for candidates in a variety of roles including software developers & testers, researchers, product managers & project managers, quality control & technical content specialists, and more. Successful candidates will work towards the common goal of identifying, exploring and creating new technologies to ensure BlackBerry is on the cutting edge of security innovation.

This role is an opportunity to work as an integral part of the Concept Management team within the BlackBerry Labs organization. In addition to contributing to the overall innovation strategy within BlackBerry Labs, the Concept Management team is responsible for shepherding concepts through our development process, with the goal of handing those concepts over to recipient business units within BlackBerry once the concepts are fully mature.
The candidate will help define the vision and execution of concepts that enable new technologies and experiences focused on privacy and security using machine learning and AI. Key activities will include supporting team members throughout the processes of requirements management, competitive research, entry, and assisting in product definition with the responsible Product Manager's guidance.  The successful candidate will be a key contributor to feature definition, development and delivery of new features and concepts in future technologies, and will have the ability to shadow an established Product Manager on the Concept Management team to learn the ""Product Management Trade"" and get valuable experience working with different teams globally. Experience with machine learning, AI, and cyber security products are highly desired.

Location: Waterloo, ON
Length of Term: 8 Months","Competitive analysis of relevant application, technology and feature offerings
Researching and writing product requirements for current and future BlackBerry software product concepts
Managing the development of new product concepts within BlackBerry's new innovation process - from idea to proof-of-concept stage, including feature definition, implementation, and go-to-market strategy development as required.
Prioritizing work efforts with development, design and test engineering teams to ensure the right experiences and features are delivered on time and to specification, including direct engagement in our Agile development process as a Product Owner if feasible.
Opportunity identification for new BlackBerry software features, applications and services
Deep analysis of what features or portions of a feature bring true user benefit and analyze potential trade-offs/risks to implementing new features","Currently pursuing a Bachelor's or MBA degree with deep technology focus preferred
Passionate about the customer experience and understanding user needs
Strong organizational, data gathering and analytical skills
Excellent written and oral communications skills

ADDITIONAL ASSETS


Deep interest in creating and analyzing products
Strong problem-solving skills
Ability to prioritize and meet deadlines
Experience in AI (artificial intelligence) and machine learning, and competitive cyber security solutions are considered assets.","Targeted Clusters
			

		
		
			
				- Theme - Business Administration
				
			
				- Theme - Computing: Information Systems 
				
			
				- Theme - Professional and Technical Writing 
				
			
				- Theme - Project and Process Management
				
			
				- Theme - Sales and Business Development 
				
			
				ARTS - Business
				
			
				ARTS - English Language and Literature
				
			
				ARTS - Global Business and Digital Arts
				
			
				ARTS - Social Sciences
				
			
				ENV - Environment, Resources and Sustainability","University of Waterloo Co-op Work History,Résumé,Grade Report"
8,186103,"


										Systems Software Development Student - 4 Month Summer Term
									


",BlackBerry,Head Office,1,Open for Applications,Waterloo,"Junior, Intermediate, Senior",7,"
								Jan 19, 2021
								
							",4 month work term,"POSITION SUMMARY

The Software Development Student will assist with work on BlackBerry Spark platform Secure Web Gateway product with the focus on server-side development.
The successful individual work will work with senior team members' oversight and be part of the larger software development team contributing meaningfully to the production software.

Location: Waterloo, Mississauga, or Ottawa, ON
Length of Term: 4 Months","RESPONSIBILITIES

Infrastructure development: Node.js, C/C++, Java.
Prototypes, develops, tests, integrates, and documents code.  Quickly works towards familiarity of components","SKILLS AND QUALIFICATIONS

Currently pursuing a degree in computer science, computer engineering or a related field.
Understands software design patterns, principles and development lifecycle.
Experience building software that uses TCP, UDP, ICMP, IPv4, Ipv6
Familiar with at least one of modern programming language (JavaScript, C++, Python, etc).
Knowledge of containerization technologies is a plus
Exposure to NoSQL databases a plus.
Experience with test automation tools & frameworks a plus.
Has experience in data processing, analytics, business intelligence, and reporting.
Excellent inter-personal/communications skills.","Targeted Clusters
			

		
		
			
				- Theme - Computing: Software
				
			
				ENG - Electrical and Computer Engineering
				
			
				ENG - Software Engineering
				
			
				MATH - Computer Science","University of Waterloo Co-op Work History,Résumé,Grade Report"
9,186105,"


										IT Project Coordination Student - 4 Month Summer Term
									


",BlackBerry,Head Office,1,Open for Applications,Waterloo,"Junior, Intermediate, Senior",40,"
								Jan 19, 2021
								
							",4 month work term,"POSITION SUMMARY
As students of BlackBerry, you will play an important role in the success of our business. BlackBerry provides you the opportunity to be amazing! We offer a dynamic work environment where you are encouraged to achieve your highest potential. Each of our opportunities offers meaningful, hands-on experience working alongside industry experts.

As a member of the IT Solutions Team you will have a unique opportunity to work with technical and business resources to plan, coordinate and execute short-term projects.

Location: Waterloo, ON
Length of Term: 4 Months","RESPONSIBILITIES
Reporting to the Senior Manager, IT Project Management, the IT Project Coordinator will:
·        Work closely with the team to manage technical projects through to successful completion
·        Manage product, non-product, services, and internal projects in collaboration with other team members
·        Develop concrete, detailed plans for a project, including the schedule, outlining the duties of each team members, identifying project goals, and setting a timeline for the project
·        Assist Senior Project Manager when necessary  
·        Monitor each project he or she manages to ensure that projects remain on track, meet deadlines, and develop according to plan.
·        Responsible for gathering and documenting all project results and then reporting or presenting them to the appropriate parties. This usually includes clients and upper-level management.","SKILLS AND QUALIFICATIONS
·        Currently enrolled in a post-secondary program in a related field / discipline
·        Technical aptitude with familiarity with IT solutions and infrastructure such as networking, virtual machines, etc.
·        Ability to convey vision, ideas, goals, and issues as well as produce reports and presentations
·        Experience with leading a cross-functional teams
·        Experience with other Microsoft Office and/or Windows software is mandatory
·        Ability to be proactive and independent, and to be interdependent on the team
·        Comfortable with chairing meetings, capturing minutes and speaking with clients
·        Ability to react rapidly to disruption or change while maintaining focus

The ideal candidate will:
·        Behave Ethically: Understand ethical behavior and business practices, and ensure that own behavior and the behavior of others is consistent with these standards and aligns with BlackBerry values
·        Communicate Effectively: Speak, listen and write in a clear, thorough and timely manner using appropriate and effective communication tools and techniques
·        Creativity/Innovation: Develop new and unique ways to improve operations of the organization and to create new opportunities
·        Foster Teamwork: Work cooperatively and effectively with others to set goals, resolve problem, and make decisions that enhance organizational effectiveness
·        Lead: Positively influence others to achieve results that are in the best interest of the organization
·        Make Decisions: Assess situations to determine the importance, urgency and risks, and make clear decisions which are timely and in the best interests of the organization
·        Organize: Set priorities, develop a work schedule, monitor progress towards goals, and track details/data/information/activities
·        Plan: Determine strategies to move the organization forward, set goals, create and implement actions plans, and evaluate the process and results
·        Solve Problems: Assess problem situations to identify causes, gather and process relevant information, generate possible solutions, and make recommendations and/or resolve the problem

ADDITIONAL ASSETS
·        Experience with Microsoft Project
·        Experience in project management (methodologies, processes)","Targeted Clusters
			

		
		
			
				- Theme - Business Administration
				
			
				- Theme - Computing: Information Systems 
				
			
				- Theme - Information Science and Data Management 
				
			
				- Theme - Project and Process Management
				
			
				- Theme - Sales and Business Development 
				
			
				ARTS - Business
				
			
				ARTS - Global Business and Digital Arts
				
			
				ENG - Management Sciences
				
			
				ENV - Business, Enterprise and Development","University of Waterloo Co-op Work History,Résumé,Grade Report"
